timestamp,domainId,strategy,usersAffected,executionTime,success,reason
20000,1,2,11,0.000,true,""
30000,1,2,3,0.000,true,""
40000,1,2,2,0.000,true,""
50000,1,2,0,0.000,true,""
20000,2,2,17,0.000,true,""
30000,2,2,13,0.000,true,""
40000,2,2,8,0.000,true,""
50000,2,2,8,0.000,true,""
20000,3,2,16,0.000,true,""
30000,3,2,0,0.000,true,""
40000,3,2,0,0.000,true,""
50000,3,2,0,0.000,true,""
