timestamp,type,targetProxyId,rate,duration,defenseTriggered
19806,1,2,5000.000,60.000,false
19806,1,3,5000.000,60.000,false
19806,1,4,5000.000,60.000,false
19807,1,1,5000.000,60.000,false
19807,1,2,5000.000,60.000,false
19807,1,3,5000.000,60.000,false
19807,1,4,5000.000,60.000,false
19808,1,1,5000.000,60.000,false
19808,1,2,5000.000,60.000,false
19808,1,3,5000.000,60.000,false
19808,1,4,5000.000,60.000,false
19809,1,1,5000.000,60.000,false
19809,1,2,5000.000,60.000,false
19809,1,3,5000.000,60.000,false
19809,1,4,5000.000,60.000,false
19810,1,1,5000.000,60.000,false
19810,1,2,5000.000,60.000,false
19810,1,3,5000.000,60.000,false
19810,1,4,5000.000,60.000,false
19811,1,1,5000.000,60.000,false
19811,1,2,5000.000,60.000,false
19811,1,3,5000.000,60.000,false
19811,1,4,5000.000,60.000,false
19812,1,1,5000.000,60.000,false
19812,1,2,5000.000,60.000,false
19812,1,3,5000.000,60.000,false
19812,1,4,5000.000,60.000,false
19813,1,1,5000.000,60.000,false
19813,1,2,5000.000,60.000,false
19813,1,3,5000.000,60.000,false
19813,1,4,5000.000,60.000,false
19814,1,1,5000.000,60.000,false
19814,1,2,5000.000,60.000,false
19814,1,3,5000.000,60.000,false
19814,1,4,5000.000,60.000,false
19815,1,1,5000.000,60.000,false
19815,1,2,5000.000,60.000,false
19815,1,3,5000.000,60.000,false
19815,1,4,5000.000,60.000,false
19816,1,1,5000.000,60.000,false
19816,1,2,5000.000,60.000,false
19816,1,3,5000.000,60.000,false
19816,1,4,5000.000,60.000,false
19817,1,1,5000.000,60.000,false
19817,1,2,5000.000,60.000,false
19817,1,3,5000.000,60.000,false
19817,1,4,5000.000,60.000,false
19818,1,1,5000.000,60.000,false
19818,1,2,5000.000,60.000,false
19818,1,3,5000.000,60.000,false
19818,1,4,5000.000,60.000,false
19819,1,1,5000.000,60.000,false
19819,1,2,5000.000,60.000,false
19819,1,3,5000.000,60.000,false
19819,1,4,5000.000,60.000,false
19820,1,1,5000.000,60.000,false
19820,1,2,5000.000,60.000,false
19820,1,3,5000.000,60.000,false
19820,1,4,5000.000,60.000,false
19821,1,1,5000.000,60.000,false
19821,1,2,5000.000,60.000,false
19821,1,3,5000.000,60.000,false
19821,1,4,5000.000,60.000,false
19822,1,1,5000.000,60.000,false
19822,1,2,5000.000,60.000,false
19822,1,3,5000.000,60.000,false
19822,1,4,5000.000,60.000,false
19823,1,1,5000.000,60.000,false
19823,1,2,5000.000,60.000,false
19823,1,3,5000.000,60.000,false
19823,1,4,5000.000,60.000,false
19824,1,1,5000.000,60.000,false
19824,1,2,5000.000,60.000,false
19824,1,3,5000.000,60.000,false
19824,1,4,5000.000,60.000,false
19825,1,1,5000.000,60.000,false
19825,1,2,5000.000,60.000,false
19825,1,3,5000.000,60.000,false
19825,1,4,5000.000,60.000,false
19826,1,1,5000.000,60.000,false
19826,1,2,5000.000,60.000,false
19826,1,3,5000.000,60.000,false
19826,1,4,5000.000,60.000,false
19827,1,1,5000.000,60.000,false
19827,1,2,5000.000,60.000,false
19827,1,3,5000.000,60.000,false
19827,1,4,5000.000,60.000,false
19828,1,1,5000.000,60.000,false
19828,1,2,5000.000,60.000,false
19828,1,3,5000.000,60.000,false
19828,1,4,5000.000,60.000,false
19829,1,1,5000.000,60.000,false
19829,1,2,5000.000,60.000,false
19829,1,3,5000.000,60.000,false
19829,1,4,5000.000,60.000,false
19830,1,1,5000.000,60.000,false
19830,1,2,5000.000,60.000,false
19830,1,3,5000.000,60.000,false
19830,1,4,5000.000,60.000,false
19831,1,1,5000.000,60.000,false
19831,1,2,5000.000,60.000,false
19831,1,3,5000.000,60.000,false
19831,1,4,5000.000,60.000,false
19832,1,1,5000.000,60.000,false
19832,1,2,5000.000,60.000,false
19832,1,3,5000.000,60.000,false
19832,1,4,5000.000,60.000,false
19833,1,1,5000.000,60.000,false
19833,1,2,5000.000,60.000,false
19833,1,3,5000.000,60.000,false
19833,1,4,5000.000,60.000,false
19834,1,1,5000.000,60.000,false
19834,1,2,5000.000,60.000,false
19834,1,3,5000.000,60.000,false
19834,1,4,5000.000,60.000,false
19835,1,1,5000.000,60.000,false
19835,1,2,5000.000,60.000,false
19835,1,3,5000.000,60.000,false
19835,1,4,5000.000,60.000,false
19836,1,1,5000.000,60.000,false
19836,1,2,5000.000,60.000,false
19836,1,3,5000.000,60.000,false
19836,1,4,5000.000,60.000,false
19837,1,1,5000.000,60.000,false
19837,1,2,5000.000,60.000,false
19837,1,3,5000.000,60.000,false
19837,1,4,5000.000,60.000,false
19838,1,1,5000.000,60.000,false
19838,1,2,5000.000,60.000,false
19838,1,3,5000.000,60.000,false
19838,1,4,5000.000,60.000,false
19839,1,1,5000.000,60.000,false
19839,1,2,5000.000,60.000,false
19839,1,3,5000.000,60.000,false
19839,1,4,5000.000,60.000,false
19840,1,1,5000.000,60.000,false
19840,1,2,5000.000,60.000,false
19840,1,3,5000.000,60.000,false
19840,1,4,5000.000,60.000,false
19841,1,1,5000.000,60.000,false
19841,1,2,5000.000,60.000,false
19841,1,3,5000.000,60.000,false
19841,1,4,5000.000,60.000,false
19842,1,1,5000.000,60.000,false
19842,1,2,5000.000,60.000,false
19842,1,3,5000.000,60.000,false
19842,1,4,5000.000,60.000,false
19843,1,1,5000.000,60.000,false
19843,1,2,5000.000,60.000,false
19843,1,3,5000.000,60.000,false
19843,1,4,5000.000,60.000,false
19844,1,1,5000.000,60.000,false
19844,1,2,5000.000,60.000,false
19844,1,3,5000.000,60.000,false
19844,1,4,5000.000,60.000,false
19845,1,1,5000.000,60.000,false
19845,1,2,5000.000,60.000,false
19845,1,3,5000.000,60.000,false
19845,1,4,5000.000,60.000,false
19846,1,1,5000.000,60.000,false
19846,1,2,5000.000,60.000,false
19846,1,3,5000.000,60.000,false
19846,1,4,5000.000,60.000,false
19847,1,1,5000.000,60.000,false
19847,1,2,5000.000,60.000,false
19847,1,3,5000.000,60.000,false
19847,1,4,5000.000,60.000,false
19848,1,1,5000.000,60.000,false
19848,1,2,5000.000,60.000,false
19848,1,3,5000.000,60.000,false
19848,1,4,5000.000,60.000,false
19849,1,1,5000.000,60.000,false
19849,1,2,5000.000,60.000,false
19849,1,3,5000.000,60.000,false
19849,1,4,5000.000,60.000,false
19850,1,1,5000.000,60.000,false
19850,1,2,5000.000,60.000,false
19850,1,3,5000.000,60.000,false
19850,1,4,5000.000,60.000,false
19851,1,1,5000.000,60.000,false
19851,1,2,5000.000,60.000,false
19851,1,3,5000.000,60.000,false
19851,1,4,5000.000,60.000,false
19852,1,1,5000.000,60.000,false
19852,1,2,5000.000,60.000,false
19852,1,3,5000.000,60.000,false
19852,1,4,5000.000,60.000,false
19853,1,1,5000.000,60.000,false
19853,1,2,5000.000,60.000,false
19853,1,3,5000.000,60.000,false
19853,1,4,5000.000,60.000,false
19854,1,1,5000.000,60.000,false
19854,1,2,5000.000,60.000,false
19854,1,3,5000.000,60.000,false
19854,1,4,5000.000,60.000,false
19855,1,1,5000.000,60.000,false
19855,1,2,5000.000,60.000,false
19855,1,3,5000.000,60.000,false
19855,1,4,5000.000,60.000,false
19856,1,1,5000.000,60.000,false
19856,1,2,5000.000,60.000,false
19856,1,3,5000.000,60.000,false
19856,1,4,5000.000,60.000,false
19857,1,1,5000.000,60.000,false
19857,1,2,5000.000,60.000,false
19857,1,3,5000.000,60.000,false
19857,1,4,5000.000,60.000,false
19858,1,1,5000.000,60.000,false
19858,1,2,5000.000,60.000,false
19858,1,3,5000.000,60.000,false
19858,1,4,5000.000,60.000,false
19859,1,1,5000.000,60.000,false
19859,1,2,5000.000,60.000,false
19859,1,3,5000.000,60.000,false
19859,1,4,5000.000,60.000,false
19860,1,1,5000.000,60.000,false
19860,1,2,5000.000,60.000,false
19860,1,3,5000.000,60.000,false
19860,1,4,5000.000,60.000,false
19861,1,1,5000.000,60.000,false
19861,1,2,5000.000,60.000,false
19861,1,3,5000.000,60.000,false
19861,1,4,5000.000,60.000,false
19862,1,1,5000.000,60.000,false
19862,1,2,5000.000,60.000,false
19862,1,3,5000.000,60.000,false
19862,1,4,5000.000,60.000,false
19863,1,1,5000.000,60.000,false
19863,1,2,5000.000,60.000,false
19863,1,3,5000.000,60.000,false
19863,1,4,5000.000,60.000,false
19864,1,1,5000.000,60.000,false
19864,1,2,5000.000,60.000,false
19864,1,3,5000.000,60.000,false
19864,1,4,5000.000,60.000,false
19865,1,1,5000.000,60.000,false
19865,1,2,5000.000,60.000,false
19865,1,3,5000.000,60.000,false
19865,1,4,5000.000,60.000,false
19866,1,1,5000.000,60.000,false
19866,1,2,5000.000,60.000,false
19866,1,3,5000.000,60.000,false
19866,1,4,5000.000,60.000,false
19867,1,1,5000.000,60.000,false
19867,1,2,5000.000,60.000,false
19867,1,3,5000.000,60.000,false
19867,1,4,5000.000,60.000,false
19868,1,1,5000.000,60.000,false
19868,1,2,5000.000,60.000,false
19868,1,3,5000.000,60.000,false
19868,1,4,5000.000,60.000,false
19869,1,1,5000.000,60.000,false
19869,1,2,5000.000,60.000,false
19869,1,3,5000.000,60.000,false
19869,1,4,5000.000,60.000,false
19870,1,1,5000.000,60.000,false
19870,1,2,5000.000,60.000,false
19870,1,3,5000.000,60.000,false
19870,1,4,5000.000,60.000,false
19871,1,1,5000.000,60.000,false
19871,1,2,5000.000,60.000,false
19871,1,3,5000.000,60.000,false
19871,1,4,5000.000,60.000,false
19872,1,1,5000.000,60.000,false
19872,1,2,5000.000,60.000,false
19872,1,3,5000.000,60.000,false
19872,1,4,5000.000,60.000,false
19873,1,1,5000.000,60.000,false
19873,1,2,5000.000,60.000,false
19873,1,3,5000.000,60.000,false
19873,1,4,5000.000,60.000,false
19874,1,1,5000.000,60.000,false
19874,1,2,5000.000,60.000,false
19874,1,3,5000.000,60.000,false
19874,1,4,5000.000,60.000,false
19875,1,1,5000.000,60.000,false
19875,1,2,5000.000,60.000,false
19875,1,3,5000.000,60.000,false
19875,1,4,5000.000,60.000,false
19876,1,1,5000.000,60.000,false
19876,1,2,5000.000,60.000,false
19876,1,3,5000.000,60.000,false
19876,1,4,5000.000,60.000,false
19877,1,1,5000.000,60.000,false
19877,1,2,5000.000,60.000,false
19877,1,3,5000.000,60.000,false
19877,1,4,5000.000,60.000,false
19878,1,1,5000.000,60.000,false
19878,1,2,5000.000,60.000,false
19878,1,3,5000.000,60.000,false
19878,1,4,5000.000,60.000,false
19879,1,1,5000.000,60.000,false
19879,1,2,5000.000,60.000,false
19879,1,3,5000.000,60.000,false
19879,1,4,5000.000,60.000,false
19880,1,1,5000.000,60.000,false
19880,1,2,5000.000,60.000,false
19880,1,3,5000.000,60.000,false
19880,1,4,5000.000,60.000,false
19881,1,1,5000.000,60.000,false
19881,1,2,5000.000,60.000,false
19881,1,3,5000.000,60.000,false
19881,1,4,5000.000,60.000,false
19882,1,1,5000.000,60.000,false
19882,1,2,5000.000,60.000,false
19882,1,3,5000.000,60.000,false
19882,1,4,5000.000,60.000,false
19883,1,1,5000.000,60.000,false
19883,1,2,5000.000,60.000,false
19883,1,3,5000.000,60.000,false
19883,1,4,5000.000,60.000,false
19884,1,1,5000.000,60.000,false
19884,1,2,5000.000,60.000,false
19884,1,3,5000.000,60.000,false
19884,1,4,5000.000,60.000,false
19885,1,1,5000.000,60.000,false
19885,1,2,5000.000,60.000,false
19885,1,3,5000.000,60.000,false
19885,1,4,5000.000,60.000,false
19886,1,1,5000.000,60.000,false
19886,1,2,5000.000,60.000,false
19886,1,3,5000.000,60.000,false
19886,1,4,5000.000,60.000,false
19887,1,1,5000.000,60.000,false
19887,1,2,5000.000,60.000,false
19887,1,3,5000.000,60.000,false
19887,1,4,5000.000,60.000,false
19888,1,1,5000.000,60.000,false
19888,1,2,5000.000,60.000,false
19888,1,3,5000.000,60.000,false
19888,1,4,5000.000,60.000,false
19889,1,1,5000.000,60.000,false
19889,1,2,5000.000,60.000,false
19889,1,3,5000.000,60.000,false
19889,1,4,5000.000,60.000,false
19890,1,1,5000.000,60.000,false
19890,1,2,5000.000,60.000,false
19890,1,3,5000.000,60.000,false
19890,1,4,5000.000,60.000,false
19891,1,1,5000.000,60.000,false
19891,1,2,5000.000,60.000,false
19891,1,3,5000.000,60.000,false
19891,1,4,5000.000,60.000,false
19892,1,1,5000.000,60.000,false
19892,1,2,5000.000,60.000,false
19892,1,3,5000.000,60.000,false
19892,1,4,5000.000,60.000,false
19893,1,1,5000.000,60.000,false
19893,1,2,5000.000,60.000,false
19893,1,3,5000.000,60.000,false
19893,1,4,5000.000,60.000,false
19894,1,1,5000.000,60.000,false
19894,1,2,5000.000,60.000,false
19894,1,3,5000.000,60.000,false
19894,1,4,5000.000,60.000,false
19895,1,1,5000.000,60.000,false
19895,1,2,5000.000,60.000,false
19895,1,3,5000.000,60.000,false
19895,1,4,5000.000,60.000,false
19896,1,1,5000.000,60.000,false
19896,1,2,5000.000,60.000,false
19896,1,3,5000.000,60.000,false
19896,1,4,5000.000,60.000,false
19897,1,1,5000.000,60.000,false
19897,1,2,5000.000,60.000,false
19897,1,3,5000.000,60.000,false
19897,1,4,5000.000,60.000,false
19898,1,1,5000.000,60.000,false
19898,1,2,5000.000,60.000,false
19898,1,3,5000.000,60.000,false
19898,1,4,5000.000,60.000,false
19899,1,1,5000.000,60.000,false
19899,1,2,5000.000,60.000,false
19899,1,3,5000.000,60.000,false
19899,1,4,5000.000,60.000,false
19900,1,1,5000.000,60.000,false
19900,1,2,5000.000,60.000,false
19900,1,3,5000.000,60.000,false
19900,1,4,5000.000,60.000,false
19901,1,1,5000.000,60.000,false
19901,1,2,5000.000,60.000,false
19901,1,3,5000.000,60.000,false
19901,1,4,5000.000,60.000,false
19902,1,1,5000.000,60.000,false
19902,1,2,5000.000,60.000,false
19902,1,3,5000.000,60.000,false
19902,1,4,5000.000,60.000,false
19903,1,1,5000.000,60.000,false
19903,1,2,5000.000,60.000,false
19903,1,3,5000.000,60.000,false
19903,1,4,5000.000,60.000,false
19904,1,1,5000.000,60.000,false
19904,1,2,5000.000,60.000,false
19904,1,3,5000.000,60.000,false
19904,1,4,5000.000,60.000,false
19905,1,1,5000.000,60.000,false
19905,1,2,5000.000,60.000,false
19905,1,3,5000.000,60.000,false
19905,1,4,5000.000,60.000,false
19906,1,1,5000.000,60.000,false
19906,1,2,5000.000,60.000,false
19906,1,3,5000.000,60.000,false
19906,1,4,5000.000,60.000,false
19907,1,1,5000.000,60.000,false
19907,1,2,5000.000,60.000,false
19907,1,3,5000.000,60.000,false
19907,1,4,5000.000,60.000,false
19908,1,1,5000.000,60.000,false
19908,1,2,5000.000,60.000,false
19908,1,3,5000.000,60.000,false
19908,1,4,5000.000,60.000,false
19909,1,1,5000.000,60.000,false
19909,1,2,5000.000,60.000,false
19909,1,3,5000.000,60.000,false
19909,1,4,5000.000,60.000,false
19910,1,1,5000.000,60.000,false
19910,1,2,5000.000,60.000,false
19910,1,3,5000.000,60.000,false
19910,1,4,5000.000,60.000,false
19911,1,1,5000.000,60.000,false
19911,1,2,5000.000,60.000,false
19911,1,3,5000.000,60.000,false
19911,1,4,5000.000,60.000,false
19912,1,1,5000.000,60.000,false
19912,1,2,5000.000,60.000,false
19912,1,3,5000.000,60.000,false
19912,1,4,5000.000,60.000,false
19913,1,1,5000.000,60.000,false
19913,1,2,5000.000,60.000,false
19913,1,3,5000.000,60.000,false
19913,1,4,5000.000,60.000,false
19914,1,1,5000.000,60.000,false
19914,1,2,5000.000,60.000,false
19914,1,3,5000.000,60.000,false
19914,1,4,5000.000,60.000,false
19915,1,1,5000.000,60.000,false
19915,1,2,5000.000,60.000,false
19915,1,3,5000.000,60.000,false
19915,1,4,5000.000,60.000,false
19916,1,1,5000.000,60.000,false
19916,1,2,5000.000,60.000,false
19916,1,3,5000.000,60.000,false
19916,1,4,5000.000,60.000,false
19917,1,1,5000.000,60.000,false
19917,1,2,5000.000,60.000,false
19917,1,3,5000.000,60.000,false
19917,1,4,5000.000,60.000,false
19918,1,1,5000.000,60.000,false
19918,1,2,5000.000,60.000,false
19918,1,3,5000.000,60.000,false
19918,1,4,5000.000,60.000,false
19919,1,1,5000.000,60.000,false
19919,1,2,5000.000,60.000,false
19919,1,3,5000.000,60.000,false
19919,1,4,5000.000,60.000,false
19920,1,1,5000.000,60.000,false
19920,1,2,5000.000,60.000,false
19920,1,3,5000.000,60.000,false
19920,1,4,5000.000,60.000,false
19921,1,1,5000.000,60.000,false
19921,1,2,5000.000,60.000,false
19921,1,3,5000.000,60.000,false
19921,1,4,5000.000,60.000,false
19922,1,1,5000.000,60.000,false
19922,1,2,5000.000,60.000,false
19922,1,3,5000.000,60.000,false
19922,1,4,5000.000,60.000,false
19923,1,1,5000.000,60.000,false
19923,1,2,5000.000,60.000,false
19923,1,3,5000.000,60.000,false
19923,1,4,5000.000,60.000,false
19924,1,1,5000.000,60.000,false
19924,1,2,5000.000,60.000,false
19924,1,3,5000.000,60.000,false
19924,1,4,5000.000,60.000,false
19925,1,1,5000.000,60.000,false
19925,1,2,5000.000,60.000,false
19925,1,3,5000.000,60.000,false
19925,1,4,5000.000,60.000,false
19926,1,1,5000.000,60.000,false
19926,1,2,5000.000,60.000,false
19926,1,3,5000.000,60.000,false
19926,1,4,5000.000,60.000,false
19927,1,1,5000.000,60.000,false
19927,1,2,5000.000,60.000,false
19927,1,3,5000.000,60.000,false
19927,1,4,5000.000,60.000,false
19928,1,1,5000.000,60.000,false
19928,1,2,5000.000,60.000,false
19928,1,3,5000.000,60.000,false
19928,1,4,5000.000,60.000,false
19929,1,1,5000.000,60.000,false
19929,1,2,5000.000,60.000,false
19929,1,3,5000.000,60.000,false
19929,1,4,5000.000,60.000,false
19930,1,1,5000.000,60.000,false
19930,1,2,5000.000,60.000,false
19930,1,3,5000.000,60.000,false
19930,1,4,5000.000,60.000,false
19931,1,1,5000.000,60.000,false
19931,1,2,5000.000,60.000,false
19931,1,3,5000.000,60.000,false
19931,1,4,5000.000,60.000,false
19932,1,1,5000.000,60.000,false
19932,1,2,5000.000,60.000,false
19932,1,3,5000.000,60.000,false
19932,1,4,5000.000,60.000,false
19933,1,1,5000.000,60.000,false
19933,1,2,5000.000,60.000,false
19933,1,3,5000.000,60.000,false
19933,1,4,5000.000,60.000,false
19934,1,1,5000.000,60.000,false
19934,1,2,5000.000,60.000,false
19934,1,3,5000.000,60.000,false
19934,1,4,5000.000,60.000,false
19935,1,1,5000.000,60.000,false
19935,1,2,5000.000,60.000,false
19935,1,3,5000.000,60.000,false
19935,1,4,5000.000,60.000,false
19936,1,1,5000.000,60.000,false
19936,1,2,5000.000,60.000,false
19936,1,3,5000.000,60.000,false
19936,1,4,5000.000,60.000,false
19937,1,1,5000.000,60.000,false
19937,1,2,5000.000,60.000,false
19937,1,3,5000.000,60.000,false
19937,1,4,5000.000,60.000,false
19938,1,1,5000.000,60.000,false
19938,1,2,5000.000,60.000,false
19938,1,3,5000.000,60.000,false
19938,1,4,5000.000,60.000,false
19939,1,1,5000.000,60.000,false
19939,1,2,5000.000,60.000,false
19939,1,3,5000.000,60.000,false
19939,1,4,5000.000,60.000,false
19940,1,1,5000.000,60.000,false
19940,1,2,5000.000,60.000,false
19940,1,3,5000.000,60.000,false
19940,1,4,5000.000,60.000,false
19941,1,1,5000.000,60.000,false
19941,1,2,5000.000,60.000,false
19941,1,3,5000.000,60.000,false
19941,1,4,5000.000,60.000,false
19942,1,1,5000.000,60.000,false
19942,1,2,5000.000,60.000,false
19942,1,3,5000.000,60.000,false
19942,1,4,5000.000,60.000,false
19943,1,1,5000.000,60.000,false
19943,1,2,5000.000,60.000,false
